Census Tract,"CalEnviroScreen
3.0 Score","CalEnviroScreen 3.0 
Percentile Range","Pollution Burden
Percentile","Population Characteristics
Percentile",Total Population,California County,Approximate Zip Code,"Nearby City 
(to help approximate location only)"
6037124203,43.91,80-85%,72.56,78.17,2748,Los Angeles,91601,North Hollywood
6013368001,43.89,80-85%,48.84,95.46,5327,Contra Costa,94806,San Pablo
6077005305,43.89,80-85%,78.34,73.44,6495,San Joaquin,95376,Tracy
6037104108,43.88,80-85%,78.44,73.25,5256,Los Angeles,91331,Pacoima
6037530901,43.88,80-85%,64.60,83.68,4080,Los Angeles,90063,Los Angeles
6037127805,43.88,80-85%,65.39,83.05,3768,Los Angeles,91405,Van Nuys
6029000507,43.88,80-85%,97.05,52.54,3598,Kern ,93308,Bakersfield
6037190201,43.87,80-85%,78.98,72.88,2870,Los Angeles,90028,Los Angeles
6065042519,43.85,80-85%,52.36,92.98,1706,Riverside ,92553,Moreno Valley
6067006202,43.84,80-85%,61.71,86.39,3599,Sacramento ,95815,Sacramento
6059087805,43.83,80-85%,85.33,67.10,6952,Orange ,92804,Anaheim
6037553100,43.81,80-85%,83.07,69.29,6298,Los Angeles,90706,Bellflower
6059074004,43.80,80-85%,85.96,66.12,7444,Orange ,92707,Santa Ana
6037185202,43.79,80-85%,83.68,68.63,3712,Los Angeles,90065,Los Angeles
6071009800,43.79,80-85%,43.56,97.93,5017,San Bernardino,92395,Victorville
6037531800,43.79,80-85%,68.35,80.74,5066,Los Angeles,90022,Los Angeles
6037301801,43.77,80-85%,91.76,60.47,4079,Los Angeles,91203,Glendale
6071002105,43.76,80-85%,88.44,63.61,5036,San Bernardino,91730,Rancho Cucamonga
6107001602,43.76,80-85%,76.53,74.68,5745,Tulare ,93292,Visalia
6065040301,43.76,80-85%,74.55,76.30,7857,Riverside ,92509,Riverside
6047001503,43.76,80-85%,40.97,98.95,4438,Merced ,95341,Merced
6037555211,43.76,80-85%,65.81,82.41,5818,Los Angeles,90716,Hawaiian Gardens
6001410500,43.75,80-85%,69.63,79.96,2193,Alameda ,94607,Oakland
6001432501,43.73,80-85%,78.78,72.73,4839,Alameda ,94577,San Leandro
6111003201,43.71,80-85%,39.02,99.43,4577,Ventura ,93030,Oxnard
6037117405,43.70,80-85%,46.12,96.62,3442,Los Angeles,91343,North Hills
6113010204,43.69,80-85%,81.01,70.85,4922,Yolo ,95691,West Sacramento
6037106604,43.68,80-85%,88.75,63.15,5020,Los Angeles,91342,Sylmar
6107004500,43.66,80-85%,76.35,74.59,6628,Tulare ,93207,California Hot Springs
6037533104,43.65,80-85%,60.22,86.91,4356,Los Angeles,90255,Huntington Park
6037134520,43.63,80-85%,71.21,78.45,5453,Los Angeles,91303,Canoga Park
6037600302,43.61,80-85%,62.44,85.16,3317,Los Angeles,90047,Los Angeles
6071006604,43.60,80-85%,55.63,90.34,4278,San Bernardino,92324,Colton
6029003114,43.60,80-85%,84.42,67.57,7654,Kern ,93313,Bakersfield
6037531202,43.60,80-85%,74.06,76.43,4747,Los Angeles,90023,Los Angeles
6037554101,43.60,80-85%,63.07,84.60,3799,Los Angeles,90706,Bellflower
6071001704,43.59,80-85%,90.35,61.60,5056,San Bernardino,91762,Ontario
6037540101,43.57,80-85%,82.51,69.34,6483,Los Angeles,90262,Lynwood
6037293202,43.57,80-85%,66.63,81.37,6742,Los Angeles,90501,Torrance
6099003908,43.56,80-85%,70.90,78.48,2226,Stanislaus ,95380,Turlock
6053000900,43.56,80-85%,69.79,79.28,5746,Monterey ,93905,Salinas
6065043405,43.56,80-85%,45.38,96.82,4217,Riverside ,92543,Hemet
6085501102,43.54,80-85%,85.50,66.02,4477,Santa Clara,95112,San Jose
6037208610,43.54,80-85%,81.33,70.08,4195,Los Angeles,90026,Los Angeles
6081602300,43.53,80-85%,92.81,58.77,3753,San Mateo,94080,South San Francisco
6071000208,43.53,80-85%,74.74,75.62,4124,San Bernardino,91763,Montclair
6047000901,43.51,80-85%,94.05,56.92,3970,Merced ,95341,Merced
6037530203,43.48,80-85%,85.44,65.96,3238,Los Angeles,90640,Montebello
6013358000,43.46,80-85%,64.53,82.57,5298,Contra Costa,94572,Rodeo
6037191901,43.44,80-85%,97.20,51.65,3355,Los Angeles,90038,Los Angeles
6047000203,43.44,80-85%,69.94,78.89,9272,Merced ,95315,Delhi
6037554405,43.44,80-85%,61.69,85.36,3040,Los Angeles,90706,Bellflower
6029001102,43.42,80-85%,47.17,95.67,6682,Kern ,93306,Bakersfield
6037197600,43.42,80-85%,95.32,54.65,2376,Los Angeles,90026,Los Angeles
6037533106,43.42,80-85%,70.49,78.53,1743,Los Angeles,90255,Huntington Park
6037119002,43.41,80-85%,78.42,72.37,7210,Los Angeles,91331,Pacoima
6059011502,43.40,80-85%,94.01,56.74,4101,Orange ,92831,Fullerton
6037555102,43.40,80-85%,60.71,86.05,6526,Los Angeles,90715,Lakewood
6071002804,43.40,80-85%,45.03,96.78,5417,San Bernardino,92335,Fontana
6059110603,43.39,80-85%,90.95,60.51,8540,Orange ,90621,Buena Park
6071001806,43.39,80-85%,89.78,61.79,4760,San Bernardino,91761,Ontario
6071012002,43.38,80-85%,57.34,88.86,5366,San Bernardino,92311,Barstow
6013381000,43.38,80-85%,62.09,84.93,6097,Contra Costa,94804,Richmond
6037603500,43.37,80-85%,85.26,65.83,3074,Los Angeles,90249,Gardena
6037534403,43.37,80-85%,70.79,78.19,2948,Los Angeles,90201,Bell
6077003409,43.36,80-85%,46.98,95.74,4450,San Joaquin,95210,Stockton
6037576001,43.36,80-85%,91.46,59.87,4969,Los Angeles,90802,Long Beach
6007003700,43.36,80-85%,51.49,92.66,4505,Butte ,95965,Oroville
6067009316,43.36,80-85%,58.28,87.98,4605,Sacramento ,95828,Sacramento
6073003403,43.34,80-85%,65.64,81.52,4283,San Diego,92102,San Diego
6107003902,43.32,80-85%,57.54,88.41,5847,Tulare ,93257,Porterville
6059086501,43.32,80-85%,91.97,59.39,4848,Orange ,92805,Anaheim
6037128102,43.31,80-85%,50.48,93.37,4795,Los Angeles,91401,Van Nuys
6071000901,43.31,80-85%,71.51,77.56,4600,San Bernardino,91786,Upland
6037294520,43.31,80-85%,77.08,73.01,3564,Los Angeles,90744,Wilmington
6059063605,43.30,80-85%,74.36,75.52,5672,Orange ,92627,Costa Mesa
6099001200,43.28,80-85%,84.99,66.09,3623,Stanislaus ,95354,Modesto
6037543502,43.27,80-85%,95.66,53.84,4560,Los Angeles,90502,Torrance
6037132700,43.24,80-85%,66.09,81.06,4912,Los Angeles,91335,Reseda
6001438203,43.22,80-85%,54.61,90.28,3920,Alameda ,94544,Hayward
6037191203,43.21,80-85%,69.00,79.09,2922,Los Angeles,90029,Los Angeles
6019006300,43.21,80-85%,92.30,58.91,7254,Fresno ,93654,Reedley
6037461600,43.20,80-85%,67.64,80.04,5826,Los Angeles,91103,Pasadena
6037573402,43.19,80-85%,93.13,57.70,6430,Los Angeles,90755,Signal Hill
6071002107,43.19,80-85%,80.72,69.90,4970,San Bernardino,91730,Rancho Cucamonga
6037117303,43.19,80-85%,88.53,62.35,3512,Los Angeles,91343,North Hills
6065042404,43.18,80-85%,51.29,92.48,2038,Riverside ,92557,Moreno Valley
6019007202,43.18,80-85%,71.64,77.21,5109,Fresno ,93631,Kingsburg
6029001000,43.17,80-85%,83.75,67.36,9186,Kern ,93307,Bakersfield
6065031701,43.17,80-85%,94.66,55.52,2943,Riverside ,92504,Riverside
6059086406,43.16,80-85%,78.92,71.43,4330,Orange ,92806,Anaheim
6029001700,43.16,80-85%,83.52,67.55,4287,Kern ,93301,Bakersfield
6037601212,43.15,80-85%,38.56,99.27,6511,Los Angeles,90301,Inglewood
6067009008,43.14,80-85%,67.45,80.10,4928,Sacramento ,95670,Rancho Cordova
6037554404,43.13,80-85%,56.76,88.76,4447,Los Angeles,90706,Bellflower
6065043006,43.11,80-85%,55.69,89.52,4703,Riverside ,92530,Lake Elsinore
6019002906,43.05,80-85%,74.61,74.62,5520,Fresno ,93727,Fresno
6029001500,43.04,80-85%,45.72,95.93,3147,Kern ,93305,Bakersfield
6081610201,42.97,80-85%,68.74,78.79,5764,San Mateo,94063,Redwood City
6059087404,42.95,80-85%,70.91,77.13,3591,Orange ,92805,Anaheim
6037302506,42.95,80-85%,79.91,70.02,3534,Los Angeles,91205,Glendale
6059001801,42.93,80-85%,82.29,67.94,5544,Orange ,92833,Fullerton
6037191204,42.93,80-85%,74.35,74.66,2124,Los Angeles,90029,Los Angeles
6037408302,42.93,80-85%,99.30,44.61,4036,Los Angeles,91746,La Puente
6037222200,42.92,80-85%,57.81,87.34,3965,Los Angeles,90018,Los Angeles
6037221900,42.92,80-85%,68.99,78.43,3664,Los Angeles,90007,Los Angeles
6059089106,42.92,80-85%,58.27,86.92,3973,Orange ,92843,Garden Grove
6071003804,42.89,80-85%,60.40,85.05,4578,San Bernardino,92376,Rialto
6037186301,42.89,80-85%,79.15,70.56,2999,Los Angeles,90065,Los Angeles
6037192520,42.89,80-85%,72.03,76.40,5067,Los Angeles,90004,Los Angeles
6037192510,42.89,80-85%,66.91,79.83,3670,Los Angeles,90004,Los Angeles
6029006304,42.89,80-85%,79.93,69.91,3895,Kern ,93203,Arvin
6059074200,42.88,80-85%,81.19,68.84,9450,Orange ,92707,Santa Ana
6085503602,42.87,80-85%,50.45,92.65,4741,Santa Clara,95116,San Jose
6037552900,42.86,80-85%,75.63,73.26,6881,Los Angeles,90650,Norwalk
6065031002,42.86,75-80%,72.11,76.25,4559,Riverside ,92504,Riverside
6085501401,42.85,75-80%,81.88,68.08,3295,Santa Clara,95116,San Jose
6077005130,42.85,75-80%,86.47,63.65,3186,San Joaquin,95330,Lathrop
6029003400,42.85,75-80%,60.31,85.07,4318,Kern ,93268,Taft
6075017801,42.84,75-80%,64.79,81.01,3499,San Francisco,94107,San Francisco
6029003206,42.83,75-80%,87.37,62.82,12112,Kern ,93313,Bakersfield
6077003601,42.82,75-80%,98.58,47.11,3453,San Joaquin,95215,Stockton
6037404902,42.80,75-80%,66.06,80.26,3973,Los Angeles,91706,Baldwin Park
6029002815,42.79,75-80%,60.46,84.73,4282,Kern ,93309,Bakersfield
6065042706,42.77,75-80%,46.65,94.88,8393,Riverside ,92571,Perris
6001402400,42.77,75-80%,55.36,88.95,2351,Alameda ,94607,Oakland
6085512310,42.75,75-80%,84.53,65.43,3791,Santa Clara,95037,Morgan Hill
6037601303,42.74,75-80%,54.64,89.51,4879,Los Angeles,90302,Inglewood
6019005804,42.73,75-80%,89.07,60.95,6626,Fresno ,93611,Clovis
6071002602,42.71,75-80%,78.69,70.44,7639,San Bernardino,92337,Fontana
6037554001,42.70,75-80%,72.37,75.73,4171,Los Angeles,90706,Bellflower
6111004704,42.68,75-80%,90.98,59.12,1469,Ventura ,93033,Oxnard
6037134720,42.68,75-80%,65.74,80.24,4594,Los Angeles,91306,Winnetka
6067006300,42.68,75-80%,48.62,93.48,4592,Sacramento ,95815,Sacramento
6099002006,42.67,75-80%,72.52,75.53,4458,Stanislaus ,95357,Modesto
6037602506,42.65,75-80%,68.30,78.32,4329,Los Angeles,90250,Hawthorne
6113010101,42.65,75-80%,55.99,88.13,6645,Yolo ,95605,West Sacramento
6037297201,42.65,75-80%,67.38,78.86,3475,Los Angeles,90731,San Pedro
6037212203,42.64,75-80%,71.94,75.89,2679,Los Angeles,90005,Los Angeles
6073011801,42.63,75-80%,66.50,79.53,3961,San Diego,91950,National City
6037221220,42.62,75-80%,70.94,76.50,3378,Los Angeles,90006,Los Angeles
6071003101,42.62,75-80%,50.39,92.31,5040,San Bernardino,92335,Fontana
6037120108,42.62,75-80%,40.36,98.12,4838,Los Angeles,91402,Panorama City
6071007407,42.58,75-80%,46.66,94.60,2940,San Bernardino,92404,San Bernardino
6019003301,42.58,75-80%,58.99,85.57,3507,Fresno ,93703,Fresno
6037120103,42.58,75-80%,37.08,99.32,3287,Los Angeles,91402,Panorama City
6031000200,42.55,75-80%,85.89,63.50,2271,Kings ,93245,Lemoore
6019006202,42.55,75-80%,67.43,78.66,6807,Fresno ,93657,Sanger
6071008001,42.55,75-80%,83.67,65.82,6513,San Bernardino,92374,Redlands
6059075002,42.54,75-80%,78.10,70.58,8605,Orange ,92701,Santa Ana
6037208620,42.53,75-80%,73.01,74.94,4660,Los Angeles,90057,Los Angeles
6077005133,42.52,75-80%,84.04,65.44,4249,San Joaquin,95337,Manteca
6019005410,42.51,75-80%,70.16,76.69,3298,Fresno ,93710,Fresno
6071000603,42.50,75-80%,83.14,66.30,5576,San Bernardino,91710,Chino
6059074108,42.48,75-80%,75.01,72.97,5226,Orange ,92704,Santa Ana
6037576403,42.47,75-80%,42.61,96.96,5033,Los Angeles,90813,Long Beach
6037407900,42.46,75-80%,82.46,66.97,6296,Los Angeles,91744,La Puente
6037124105,42.45,75-80%,71.13,76.05,2658,Los Angeles,91606,North Hollywood
6037503104,42.43,75-80%,81.16,67.80,2719,Los Angeles,90605,Whittier
6037117404,42.40,75-80%,80.30,68.58,4279,Los Angeles,91343,North Hills
6019005203,42.40,75-80%,57.69,86.37,4519,Fresno ,93726,Fresno
6037551401,42.38,75-80%,94.03,54.95,4290,Los Angeles,90241,Downey
6029001201,42.37,75-80%,35.76,99.47,2895,Kern ,93305,Bakersfield
6077005135,42.37,75-80%,96.35,51.46,5139,San Joaquin,95336,Manteca
6037134904,42.35,75-80%,82.61,66.52,4338,Los Angeles,91306,Winnetka
6013314103,42.34,75-80%,49.12,92.58,5546,Contra Costa,94565,Pittsburg
6037602504,42.33,75-80%,63.04,81.23,4407,Los Angeles,90250,Hawthorne
6047000801,42.33,75-80%,67.79,77.83,4444,Merced ,95301,Atwater
6099000601,42.32,75-80%,92.01,57.28,4647,Stanislaus ,95358,Modesto
6115040302,42.32,75-80%,60.75,83.15,2143,Yuba ,95901,Marysville
6037603004,42.32,75-80%,73.06,74.30,1512,Los Angeles,90247,Gardena
6073012501,42.30,75-80%,68.28,77.51,3858,San Diego,91910,Chula Vista
6037209403,42.30,75-80%,79.45,69.06,3600,Los Angeles,90017,Los Angeles
6037127520,42.30,75-80%,73.20,74.07,4045,Los Angeles,91406,Van Nuys
6071000824,42.29,75-80%,55.31,87.79,5092,San Bernardino,91786,Upland
6067006101,42.29,75-80%,58.22,85.53,4608,Sacramento ,95821,Sacramento
6037535503,42.28,75-80%,47.26,93.66,2497,Los Angeles,90280,South Gate
6037221120,42.28,75-80%,66.17,78.84,3373,Los Angeles,90006,Los Angeles
6037406800,42.28,75-80%,85.45,63.35,4926,Los Angeles,91790,West Covina
6029006500,42.27,75-80%,52.47,90.06,5152,Kern ,93505,California City
6067007007,42.27,75-80%,68.29,77.41,5356,Sacramento ,95833,Sacramento
6029002816,42.26,75-80%,58.63,85.12,5465,Kern ,93309,Bakersfield
6037402803,42.26,75-80%,58.74,84.98,3436,Los Angeles,91766,Pomona
6077001000,42.25,75-80%,78.56,69.59,4915,San Joaquin,95204,Stockton
6071000903,42.24,75-80%,75.27,72.19,4338,San Bernardino,91786,Upland
6029001202,42.23,75-80%,42.07,96.94,6264,Kern ,93305,Bakersfield
6013320001,42.22,75-80%,72.94,74.04,3615,Contra Costa,94553,Martinez
6037212800,42.22,75-80%,70.45,75.97,4273,Los Angeles,90019,Los Angeles
6037237800,42.21,75-80%,50.93,90.86,4371,Los Angeles,90044,Los Angeles
6071001906,42.21,75-80%,92.66,56.22,7060,San Bernardino,91761,Ontario
6059099802,42.20,75-80%,75.28,72.08,5111,Orange ,92683,Westminster
6037238100,42.19,75-80%,55.28,87.67,4626,Los Angeles,90047,Los Angeles
6037120104,42.17,75-80%,44.68,95.28,2310,Los Angeles,91402,Panorama City
6037237900,42.16,75-80%,51.16,90.63,3621,Los Angeles,90047,Los Angeles
6039000506,42.16,75-80%,81.71,66.93,6438,Madera ,93638,Madera
6067004601,42.16,75-80%,47.34,93.28,7614,Sacramento ,95824,Sacramento
6107002800,42.15,75-80%,53.79,88.59,3395,Tulare ,93247,Lindsay
6037530005,42.14,75-80%,93.01,55.85,4346,Los Angeles,90640,Montebello
6029006202,42.13,75-80%,90.85,58.19,6401,Kern ,93203,Arvin
6107003901,42.12,75-80%,49.74,91.93,7184,Tulare ,93257,Porterville
6037481604,42.11,75-80%,82.03,66.53,3942,Los Angeles,91801,Alhambra
6037604100,42.10,75-80%,65.00,79.24,7058,Los Angeles,90260,Lawndale
6013314104,42.09,75-80%,47.47,93.09,7118,Contra Costa,94565,Pittsburg
6029000504,42.08,75-80%,75.38,71.72,4086,Kern ,93308,Bakersfield
6037211201,42.08,75-80%,73.83,73.04,2645,Los Angeles,90004,Los Angeles
6107001200,42.07,75-80%,69.92,75.99,1337,Tulare ,93291,Visalia
6047000701,42.07,75-80%,64.09,80.05,3191,Merced ,95301,Atwater
6037224310,42.05,75-80%,59.63,83.49,2025,Los Angeles,90006,Los Angeles
6001437101,42.05,75-80%,86.02,62.37,6448,Alameda ,94587,Union City
6107002202,42.04,75-80%,55.93,86.76,5542,Tulare ,93274,Tulare
6065040607,42.04,75-80%,99.38,42.41,9317,Riverside ,91752,Mira Loma
6037550201,42.03,75-80%,74.62,72.20,2941,Los Angeles,90650,Norwalk
6059074801,42.01,75-80%,77.00,70.10,5499,Orange ,92703,Santa Ana
6037277200,42.00,75-80%,91.31,57.27,2490,Los Angeles,90045,Los Angeles
6075012502,42.00,75-80%,44.11,95.45,3821,San Francisco,94102,San Francisco
6001444601,41.99,75-80%,82.65,65.54,4761,Alameda ,94560,Newark
6037120106,41.99,75-80%,48.54,92.34,4417,Los Angeles,91402,Panorama City
6037221303,41.98,75-80%,59.33,83.58,2551,Los Angeles,90006,Los Angeles
6037432602,41.97,75-80%,80.98,67.15,4554,Los Angeles,91732,El Monte
6029004702,41.96,75-80%,57.27,85.56,4051,Kern ,93250,MC Farland
6085503113,41.93,75-80%,83.66,64.57,4760,Santa Clara,95110,San Jose
6075017601,41.93,75-80%,59.91,82.90,7630,San Francisco,94103,San Francisco
6037405302,41.93,75-80%,89.18,59.30,5351,Los Angeles,91790,West Covina
6065043517,41.93,75-80%,70.50,75.29,6815,Riverside ,92582,San Jacinto
6077003308,41.88,75-80%,53.85,87.99,1590,San Joaquin,95207,Stockton
6037481603,41.88,75-80%,85.18,62.93,3802,Los Angeles,91801,Alhambra
6107003001,41.87,75-80%,42.95,96.08,4652,Tulare ,93274,Tulare
6037404201,41.86,75-80%,57.55,85.09,3711,Los Angeles,91702,Azusa
6059086602,41.85,75-80%,73.65,72.75,6131,Orange ,92801,Anaheim
6039000602,41.84,75-80%,52.35,89.13,5161,Madera ,93638,Madera
6065046200,41.83,75-80%,54.18,87.65,3341,Riverside ,92225,Blythe
6059001402,41.82,75-80%,71.15,74.41,5185,Orange ,90631,La Habra
6001401000,41.81,75-80%,71.97,73.78,5678,Alameda ,94608,Emeryville
6037535803,41.81,75-80%,49.05,91.58,4458,Los Angeles,90280,South Gate
6037302003,41.80,75-80%,85.41,62.49,3578,Los Angeles,91206,Glendale
6019003102,41.79,75-80%,61.34,81.28,7048,Fresno ,93612,Clovis
6111002300,41.78,75-80%,78.73,68.21,7430,Ventura ,93001,Ventura
6001407200,41.76,75-80%,53.95,87.64,6746,Alameda ,94601,Oakland
6037500700,41.74,75-80%,78.00,68.86,6496,Los Angeles,90660,Pico Rivera
6037603802,41.74,75-80%,52.53,88.80,4153,Los Angeles,90260,Lawndale
6067003700,41.73,75-80%,38.00,98.21,4219,Sacramento ,95820,Sacramento
6037541801,41.68,75-80%,66.25,77.42,4903,Los Angeles,90262,Lynwood
6073004100,41.67,75-80%,73.94,72.05,6546,San Diego,92102,San Diego
6037602200,41.63,75-80%,91.33,56.43,7314,Los Angeles,90250,Hawthorne
6039000603,41.62,75-80%,52.28,88.74,5585,Madera ,93638,Madera
6037402200,41.61,75-80%,92.84,55.00,6584,Los Angeles,91768,Pomona
6071002902,41.59,75-80%,52.83,88.25,6584,San Bernardino,92335,Fontana
6037554104,41.59,75-80%,51.06,89.76,2600,Los Angeles,90706,Bellflower
6029003304,41.58,75-80%,96.53,49.51,5248,Kern ,93251,MC Kittrick
6099000202,41.57,75-80%,94.06,53.31,6593,Stanislaus ,95361,Oakdale
6065042520,41.57,75-80%,44.17,94.59,4669,Riverside ,92553,Moreno Valley
6071003900,41.57,75-80%,49.17,90.91,5484,San Bernardino,92376,Rialto
6037530102,41.56,75-80%,61.47,80.73,5116,Los Angeles,90640,Montebello
6071000826,41.56,75-80%,85.68,61.71,4075,San Bernardino,91786,Upland
6037189101,41.56,75-80%,78.46,67.97,2743,Los Angeles,90027,Los Angeles
6037134521,41.54,75-80%,53.62,87.45,3126,Los Angeles,91303,Canoga Park
6019008402,41.53,75-80%,65.56,77.55,1152,Fresno ,93622,Firebaugh
6037406200,41.53,75-80%,77.03,69.09,5678,Los Angeles,91723,Covina
6053014500,41.52,75-80%,81.11,65.78,4410,Monterey ,93901,Salinas
6065042719,41.52,75-80%,65.66,77.48,5025,Riverside ,92567,Nuevo
6037201601,41.51,75-80%,71.56,73.41,2288,Los Angeles,90032,Los Angeles
6071009912,41.50,75-80%,44.95,93.92,4762,San Bernardino,92395,Victorville
6071003607,41.49,75-80%,47.92,91.75,5369,San Bernardino,92376,Rialto
6037127604,41.49,75-80%,59.53,81.98,2939,Los Angeles,91406,Van Nuys
6065042624,41.48,75-80%,65.20,77.68,3784,Riverside ,92555,Moreno Valley
6037293307,41.47,75-80%,77.22,68.71,2306,Los Angeles,90710,Harbor City
6077003801,41.46,75-80%,58.20,83.24,12552,San Joaquin,95206,Stockton
6111002400,41.45,75-80%,81.75,65.12,2571,Ventura ,93001,Ventura
6085503117,41.45,75-80%,61.36,80.58,3120,Santa Clara,95122,San Jose
6037212900,41.44,75-80%,73.27,72.09,4074,Los Angeles,90019,Los Angeles
6071010011,41.44,75-80%,50.77,89.73,5221,San Bernardino,92345,Hesperia
6065041411,41.43,75-80%,80.47,66.31,3187,Riverside ,92879,Corona
6047000503,41.43,75-80%,92.47,55.14,3292,Merced ,95388,Winton
6077003312,41.42,75-80%,42.83,95.50,3220,San Joaquin,95207,Stockton
6077003500,41.42,75-80%,91.20,56.20,20177,San Joaquin,95212,Stockton
6013313102,41.39,75-80%,54.30,86.53,3984,Contra Costa,94565,Pittsburg
6071004601,41.38,75-80%,80.07,66.50,7032,San Bernardino,92407,San Bernardino
6077001400,41.37,75-80%,80.27,66.38,4425,San Joaquin,95204,Stockton
6013309000,41.37,75-80%,68.84,75.09,2771,Contra Costa,94565,Pittsburg
6081602100,41.37,75-80%,70.82,73.62,3615,San Mateo,94080,South San Francisco
6085501501,41.36,75-80%,72.07,72.71,4278,Santa Clara,95116,San Jose
6071000821,41.36,75-80%,76.58,69.13,3478,San Bernardino,91786,Upland
6037120105,41.35,75-80%,39.88,96.95,2812,Los Angeles,91402,Panorama City
6073002502,41.35,75-80%,67.34,76.09,6264,San Diego,92105,San Diego
6071004401,41.35,75-80%,50.78,89.56,4383,San Bernardino,92376,Rialto
6059087401,41.35,75-80%,83.97,63.01,3954,Orange ,92805,Anaheim
6001401600,41.35,75-80%,68.13,75.47,2163,Alameda ,94607,Oakland
6067009006,41.34,75-80%,86.67,60.22,4940,Sacramento ,95827,Sacramento
6099000404,41.32,75-80%,92.37,55.08,5564,Stanislaus ,95356,Modesto
6067005102,41.30,75-80%,72.92,71.91,4481,Sacramento ,95828,Sacramento
6071010802,41.27,75-80%,60.21,80.96,5338,San Bernardino,92407,San Bernardino
6029004701,41.27,75-80%,55.53,85.24,8868,Kern ,93250,MC Farland
6077005132,41.26,75-80%,67.68,75.55,3257,San Joaquin,95337,Manteca
6077003305,41.25,75-80%,62.63,79.18,3704,San Joaquin,95207,Stockton
6071001707,41.25,75-80%,77.90,67.74,5966,San Bernardino,91762,Ontario
6065042518,41.24,75-80%,45.66,92.81,3670,Riverside ,92553,Moreno Valley
6037554600,41.23,75-80%,80.11,66.04,4374,Los Angeles,90650,Norwalk
6059099904,41.22,75-80%,76.49,68.85,6352,Orange ,92683,Westminster
6073003404,41.20,75-80%,60.50,80.63,4634,San Diego,92102,San Diego
6029003115,41.19,75-80%,63.00,78.76,5482,Kern ,93304,Bakersfield
6037552700,41.18,75-80%,69.17,74.31,6985,Los Angeles,90650,Norwalk
6047000401,41.17,75-80%,65.97,76.55,1834,Merced ,95374,Stevinson
6037294301,41.17,75-80%,87.70,59.04,2448,Los Angeles,90744,Wilmington
6065042007,41.17,75-80%,92.88,53.99,4339,Riverside ,92570,Perris
6071000403,41.15,75-80%,94.62,51.95,4678,San Bernardino,91710,Chino
6037195803,41.14,75-80%,79.94,65.99,2603,Los Angeles,90026,Los Angeles
6013313101,41.13,75-80%,45.15,93.03,7251,Contra Costa,94565,Pittsburg
6071001311,41.13,75-80%,91.21,55.68,3236,San Bernardino,91730,Rancho Cucamonga
6025012001,41.11,75-80%,46.20,92.24,3831,Imperial ,92231,Calexico
6047002600,41.11,75-80%,82.10,64.22,5319,Merced ,95341,Merced
6037238400,41.08,75-80%,54.80,85.32,4497,Los Angeles,90047,Los Angeles
6037501002,41.08,75-80%,78.94,66.73,4861,Los Angeles,90606,Whittier
6071012700,41.08,75-80%,97.70,46.42,4052,San Bernardino,91761,Ontario
6037404803,41.06,75-80%,87.42,59.14,1741,Los Angeles,91706,Baldwin Park
6037119320,41.05,75-80%,39.74,96.67,4694,Los Angeles,91402,Panorama City
6065041004,41.04,75-80%,95.15,50.73,4590,Riverside ,92505,Riverside
6107002304,41.03,75-80%,49.50,89.99,1740,Tulare ,93274,Tulare
6037234000,41.03,75-80%,73.60,70.89,5335,Los Angeles,90008,Los Angeles
6037534802,41.01,75-80%,54.55,85.38,2875,Los Angeles,90255,Huntington Park
6037530006,40.99,75-80%,67.95,74.74,3963,Los Angeles,90640,Montebello
6037530204,40.96,75-80%,54.92,85.02,3682,Los Angeles,90640,Montebello
6065043507,40.95,75-80%,58.68,81.41,6700,Riverside ,92543,Hemet
6001425104,40.94,75-80%,77.70,67.35,3175,Alameda ,94608,Emeryville
6037134800,40.94,75-80%,78.41,66.86,5949,Los Angeles,91306,Winnetka
6107000600,40.93,75-80%,75.08,69.40,6200,Tulare ,93615,Cutler
6037115302,40.89,75-80%,68.91,73.82,4351,Los Angeles,91324,Northridge
6037104203,40.88,75-80%,55.15,84.56,5210,Los Angeles,91331,Pacoima
6037134001,40.87,75-80%,62.54,78.35,3765,Los Angeles,91303,Canoga Park
6077004902,40.86,75-80%,98.12,45.19,6106,San Joaquin,95320,Escalon
6099002902,40.84,75-80%,78.37,66.63,7609,Stanislaus ,95326,Hughson
6059086701,40.83,75-80%,85.05,60.90,8876,Orange ,92801,Anaheim
6059087504,40.83,75-80%,63.27,77.73,7141,Orange ,92802,Anaheim
6019004505,40.82,75-80%,77.55,67.16,4866,Fresno ,93710,Fresno
6037500300,40.81,75-80%,98.90,42.51,2903,Los Angeles,90601,Whittier
6025010500,40.81,75-80%,48.18,90.18,6593,Imperial ,92227,Brawley
6071010300,40.78,75-80%,67.26,74.78,3846,San Bernardino,92309,Baker
6019003803,40.78,75-80%,69.36,73.14,8153,Fresno ,93723,Fresno
6099001002,40.78,75-80%,81.29,64.07,3153,Stanislaus ,95350,Modesto
6031000500,40.77,75-80%,60.95,79.25,5476,Kings ,93230,Hanford
6031001402,40.75,75-80%,43.66,93.50,2384,Kings ,93212,Corcoran
6037127300,40.75,75-80%,77.36,67.12,4460,Los Angeles,91406,Van Nuys
6037552002,40.75,75-80%,53.11,85.91,3721,Los Angeles,90650,Norwalk
6065041102,40.74,75-80%,58.12,81.38,4185,Riverside ,92505,Riverside
6065048902,40.74,75-80%,48.74,89.82,5957,Riverside ,92551,Moreno Valley
